timestamp,open,high,low,close
2025-06-27 19:04:00-04:00,613.0,613.01,612.92,613.01
2025-06-27 19:06:00-04:00,613.175,613.175,613.02,613.14
2025-06-27 19:08:00-04:00,613.07,613.07,613.07,613.07
2025-06-27 19:10:00-04:00,613.14,613.14,613.12,613.12
2025-06-27 19:12:00-04:00,613.17,613.22,613.17,613.2
2025-06-27 19:14:00-04:00,613.19,613.2351,613.16,613.16
2025-06-27 19:16:00-04:00,613.23,613.3299,613.23,613.26
2025-06-27 19:18:00-04:00,613.27,613.28,613.2,613.2
2025-06-27 19:20:00-04:00,613.18,613.25,613.18,613.24
2025-06-27 19:22:00-04:00,613.26,613.2614,613.25,613.25
2025-06-27 19:24:00-04:00,613.27,613.3,613.26,613.27
2025-06-27 19:26:00-04:00,613.2601,613.45,613.2601,613.44
2025-06-27 19:28:00-04:00,613.44,613.5491,613.33,613.33
2025-06-27 19:30:00-04:00,613.27,613.4999,613.27,613.44
2025-06-27 19:32:00-04:00,613.4462,613.4462,613.39,613.39
2025-06-27 19:34:00-04:00,613.3701,613.4817,613.3701,613.44
2025-06-27 19:36:00-04:00,613.4315,613.4875,613.28,613.3
2025-06-27 19:38:00-04:00,613.27,613.35,613.18,613.35
2025-06-27 19:40:00-04:00,613.34,613.34,613.34,613.34
2025-06-27 19:42:00-04:00,613.3798,613.38,613.35,613.3533
2025-06-27 19:44:00-04:00,613.4,613.489,613.3999,613.489
2025-06-27 19:46:00-04:00,613.4847,613.5,613.46,613.48
2025-06-27 19:48:00-04:00,613.5798,613.58,613.5125,613.58
2025-06-27 19:50:00-04:00,613.5417,613.62,613.5417,613.62
2025-06-27 19:52:00-04:00,613.64,613.64,613.63,613.63
2025-06-27 19:54:00-04:00,613.63,613.63,613.5,613.56
2025-06-27 19:56:00-04:00,613.56,613.56,613.29,613.29
2025-06-27 19:58:00-04:00,613.3207,613.45,613.3207,613.43
2025-06-30 04:00:00-04:00,617.33,617.33,617.05,617.09
2025-06-30 04:02:00-04:00,617.17,617.23,617.03,617.23
2025-06-30 04:04:00-04:00,617.25,617.37,617.25,617.37
2025-06-30 04:06:00-04:00,617.39,617.39,617.33,617.33
2025-06-30 04:08:00-04:00,617.36,617.36,617.36,617.36
2025-06-30 04:10:00-04:00,617.41,617.47,617.4,617.4
2025-06-30 04:12:00-04:00,617.5,617.5,617.49,617.49
2025-06-30 04:14:00-04:00,617.5,617.56,617.5,617.56
2025-06-30 04:16:00-04:00,617.57,617.57,617.56,617.56
2025-06-30 04:18:00-04:00,617.49,617.51,617.49,617.49
2025-06-30 04:20:00-04:00,617.39,617.39,617.38,617.38
2025-06-30 04:22:00-04:00,617.31,617.31,617.24,617.27
2025-06-30 04:24:00-04:00,617.28,617.31,617.28,617.31
2025-06-30 04:26:00-04:00,617.25,617.28,617.25,617.28
2025-06-30 04:30:00-04:00,617.26,617.26,617.18,617.18
2025-06-30 04:32:00-04:00,617.19,617.19,617.19,617.19
2025-06-30 04:34:00-04:00,617.18,617.18,617.12,617.12
2025-06-30 04:36:00-04:00,617.22,617.23,617.22,617.22
2025-06-30 04:38:00-04:00,617.23,617.26,617.21,617.21
2025-06-30 04:40:00-04:00,617.32,617.32,617.21,617.21
2025-06-30 04:42:00-04:00,617.2,617.2,617.2,617.2
2025-06-30 04:44:00-04:00,617.2,617.3,617.2,617.3
2025-06-30 04:46:00-04:00,617.27,617.27,617.27,617.27
2025-06-30 04:48:00-04:00,617.22,617.22,617.22,617.22
2025-06-30 04:58:00-04:00,617.23,617.25,617.21,617.24
2025-06-30 05:00:00-04:00,617.23,617.23,617.23,617.23
2025-06-30 05:02:00-04:00,617.21,617.21,617.13,617.13
2025-06-30 05:04:00-04:00,617.1,617.1,617.08,617.1
2025-06-30 05:06:00-04:00,617.28,617.28,617.28,617.28
2025-06-30 05:08:00-04:00,617.34,617.35,617.34,617.35
2025-06-30 05:10:00-04:00,617.29,617.3,617.2,617.26
2025-06-30 05:12:00-04:00,617.26,617.3,617.26,617.3
2025-06-30 05:14:00-04:00,617.3,617.4,617.3,617.4
2025-06-30 05:16:00-04:00,617.47,617.47,617.44,617.44
2025-06-30 05:18:00-04:00,617.46,617.46,617.44,617.44
2025-06-30 05:20:00-04:00,617.4,617.42,617.38,617.41
2025-06-30 05:22:00-04:00,617.37,617.37,617.37,617.37
2025-06-30 05:24:00-04:00,617.36,617.45,617.36,617.45
2025-06-30 05:26:00-04:00,617.48,617.5,617.48,617.5
2025-06-30 05:28:00-04:00,617.55,617.63,617.55,617.63
2025-06-30 05:30:00-04:00,617.64,617.72,617.64,617.7
2025-06-30 05:32:00-04:00,617.69,617.78,617.69,617.78
2025-06-30 05:34:00-04:00,617.8,617.8,617.69,617.69
2025-06-30 05:36:00-04:00,617.73,617.78,617.73,617.73
2025-06-30 05:38:00-04:00,617.79,617.85,617.79,617.84
2025-06-30 05:40:00-04:00,617.8,617.8,617.79,617.79
2025-06-30 05:42:00-04:00,617.76,617.76,617.73,617.75
2025-06-30 05:44:00-04:00,617.74,617.74,617.53,617.53
2025-06-30 05:46:00-04:00,617.54,617.54,617.32,617.35
2025-06-30 05:48:00-04:00,617.36,617.36,617.31,617.33
2025-06-30 05:50:00-04:00,617.3,617.3,617.16,617.23
2025-06-30 05:52:00-04:00,617.25,617.3,617.23,617.3
2025-06-30 05:56:00-04:00,617.3,617.3,617.29,617.3
2025-06-30 05:58:00-04:00,617.25,617.28,617.25,617.28
2025-06-30 06:00:00-04:00,617.31,617.31,617.28,617.29
2025-06-30 06:02:00-04:00,617.24,617.24,617.24,617.24
2025-06-30 06:04:00-04:00,617.27,617.33,617.27,617.31
2025-06-30 06:06:00-04:00,617.41,617.41,617.32,617.32
2025-06-30 06:08:00-04:00,617.39,617.39,617.39,617.39
2025-06-30 06:12:00-04:00,617.5,617.51,617.5,617.51
2025-06-30 06:14:00-04:00,617.6,617.65,617.58,617.58
2025-06-30 06:16:00-04:00,617.62,617.62,617.61,617.61
2025-06-30 06:18:00-04:00,617.63,617.63,617.61,617.63
2025-06-30 06:20:00-04:00,617.65,617.68,617.65,617.66
2025-06-30 06:22:00-04:00,617.67,617.67,617.67,617.67
2025-06-30 06:24:00-04:00,617.67,617.67,617.67,617.67
2025-06-30 06:26:00-04:00,617.66,617.69,617.65,617.67
2025-06-30 06:30:00-04:00,617.66,617.66,617.66,617.66
2025-06-30 06:32:00-04:00,617.61,617.62,617.61,617.62
2025-06-30 06:36:00-04:00,617.59,617.71,617.59,617.69
2025-06-30 06:38:00-04:00,617.68,617.7,617.66,617.7
2025-06-30 06:40:00-04:00,617.73,617.74,617.68,617.68
2025-06-30 06:42:00-04:00,617.68,617.68,617.68,617.68
2025-06-30 06:44:00-04:00,617.67,617.69,617.64,617.66
2025-06-30 06:46:00-04:00,617.62,617.62,617.62,617.62
2025-06-30 06:48:00-04:00,617.59,617.61,617.58,617.61
2025-06-30 06:50:00-04:00,617.61,617.615,617.55,617.59
2025-06-30 06:52:00-04:00,617.6,617.6,617.5,617.54
2025-06-30 06:54:00-04:00,617.58,617.61,617.58,617.6
2025-06-30 06:56:00-04:00,617.6,617.61,617.56,617.58
2025-06-30 06:58:00-04:00,617.58,617.65,617.58,617.58
2025-06-30 07:00:00-04:00,617.58,617.631,617.52,617.61
2025-06-30 07:02:00-04:00,617.54,617.55,617.51,617.52
2025-06-30 07:04:00-04:00,617.51,617.52,617.42,617.5
2025-06-30 07:06:00-04:00,617.52,617.59,617.52,617.58
2025-06-30 07:08:00-04:00,617.56,617.59,617.56,617.59
2025-06-30 07:10:00-04:00,617.57,617.57,617.57,617.57
2025-06-30 07:12:00-04:00,617.58,617.6,617.54,617.59
2025-06-30 07:14:00-04:00,617.6,617.66,617.6,617.6
2025-06-30 07:16:00-04:00,617.65,617.7,617.64,617.67
2025-06-30 07:18:00-04:00,617.7,617.78,617.7,617.75
2025-06-30 07:20:00-04:00,617.76,617.76,617.69,617.74
2025-06-30 07:22:00-04:00,617.74,617.86,617.73,617.86
2025-06-30 07:24:00-04:00,617.85,617.85,617.77,617.78
2025-06-30 07:26:00-04:00,617.74,617.835,617.74,617.835
2025-06-30 07:28:00-04:00,617.83,617.85,617.81,617.83
2025-06-30 07:30:00-04:00,617.805,617.83,617.78,617.799
2025-06-30 07:32:00-04:00,617.8,617.8,617.7,617.72
2025-06-30 07:34:00-04:00,617.75,617.75,617.57,617.59
2025-06-30 07:36:00-04:00,617.6,617.64,617.54,617.54
2025-06-30 07:38:00-04:00,617.5,617.54,617.45,617.48
2025-06-30 07:40:00-04:00,617.5,617.58,617.5,617.55
2025-06-30 07:42:00-04:00,617.62,617.66,617.61,617.66
2025-06-30 07:44:00-04:00,617.67,617.77,617.67,617.73
2025-06-30 07:46:00-04:00,617.76,617.781,617.76,617.78
2025-06-30 07:48:00-04:00,617.84,617.86,617.81,617.85
2025-06-30 07:50:00-04:00,617.87,617.87,617.8,617.8
2025-06-30 07:52:00-04:00,617.84,617.87,617.64,617.66
2025-06-30 07:54:00-04:00,617.61,617.64,617.56,617.57
2025-06-30 07:56:00-04:00,617.55,617.59,617.47,617.59
2025-06-30 07:58:00-04:00,617.61,617.61,617.52,617.52
2025-06-30 08:00:00-04:00,617.74,617.9,617.0,617.43
2025-06-30 08:02:00-04:00,617.46,617.48,617.4205,617.47
2025-06-30 08:04:00-04:00,617.48,617.5,617.42,617.5
2025-06-30 08:06:00-04:00,617.4702,617.53,617.4702,617.51
2025-06-30 08:08:00-04:00,617.55,617.59,617.54,617.5501
2025-06-30 08:10:00-04:00,617.51,617.531,617.49,617.52
2025-06-30 08:12:00-04:00,617.53,617.5655,617.51,617.53
2025-06-30 08:14:00-04:00,617.53,617.58,617.4631,617.52
2025-06-30 08:16:00-04:00,617.54,617.54,617.38,617.42
2025-06-30 08:18:00-04:00,617.43,617.56,617.43,617.54
2025-06-30 08:20:00-04:00,617.5,617.53,617.3,617.3
2025-06-30 08:22:00-04:00,617.3,617.3,617.2,617.25
2025-06-30 08:24:00-04:00,617.26,617.3,617.2001,617.2007
2025-06-30 08:26:00-04:00,617.2,617.25,617.19,617.22
2025-06-30 08:28:00-04:00,617.22,617.32,617.22,617.32
2025-06-30 08:30:00-04:00,617.3,617.32,617.25,617.25
2025-06-30 08:32:00-04:00,617.24,617.24,617.08,617.08
2025-06-30 08:34:00-04:00,617.07,617.21,617.02,617.2
2025-06-30 08:36:00-04:00,617.13,617.13,617.01,617.05
2025-06-30 08:38:00-04:00,617.04,617.05,616.96,617.03
2025-06-30 08:40:00-04:00,617.01,617.03,616.96,616.99
2025-06-30 08:42:00-04:00,617.0,617.07,616.98,617.04
2025-06-30 08:44:00-04:00,617.04,617.0999,617.0,617.0
2025-06-30 08:46:00-04:00,616.94,617.0,616.94,617.0
2025-06-30 08:48:00-04:00,617.0,617.01,616.93,616.93
2025-06-30 08:50:00-04:00,616.93,617.0,616.79,617.0
2025-06-30 08:52:00-04:00,616.97,617.0801,616.9,616.92
2025-06-30 08:54:00-04:00,616.92,617.03,616.88,617.02
2025-06-30 08:56:00-04:00,617.02,617.14,616.89,617.05
2025-06-30 08:58:00-04:00,617.01,617.09,616.95,617.09
2025-06-30 09:00:00-04:00,617.07,617.19,617.07,617.17
2025-06-30 09:02:00-04:00,617.17,617.22,617.12,617.21
2025-06-30 09:04:00-04:00,617.22,617.27,617.2,617.27
2025-06-30 09:06:00-04:00,617.24,617.25,617.04,617.07
2025-06-30 09:08:00-04:00,617.0905,617.25,617.0905,617.22
2025-06-30 09:10:00-04:00,617.22,617.33,617.17,617.32
2025-06-30 09:12:00-04:00,617.33,617.349,617.27,617.3
2025-06-30 09:14:00-04:00,617.3,617.3,617.25,617.25
2025-06-30 09:16:00-04:00,617.25,617.32,617.21,617.31
2025-06-30 09:18:00-04:00,617.32,617.46,617.32,617.45
2025-06-30 09:20:00-04:00,617.47,617.53,617.47,617.53
2025-06-30 09:22:00-04:00,617.53,617.62,617.5,617.59
2025-06-30 09:24:00-04:00,617.59,617.6,617.36,617.51
2025-06-30 09:26:00-04:00,617.51,617.55,617.48,617.53
2025-06-30 09:28:00-04:00,617.53,617.53,617.33,617.39
2025-06-30 09:30:00-04:00,617.38,617.49,616.77,616.78
2025-06-30T09:38:51.767558-04:00,616.775,616.9099,616.73,616.75
2025-06-30T09:40:03.227874-04:00,616.75,616.77,616.57,616.75
2025-06-30T09:42:00.277891-04:00,616.73,616.77,616.42,616.42
2025-06-30T09:44:00.201818-04:00,616.43,616.71,616.25,616.565
2025-06-30T09:46:00.660200-04:00,616.57,616.67,616.28,616.3
2025-06-30T09:48:00.220637-04:00,616.31,616.53,616.09,616.1799
2025-06-30T09:50:00.897202-04:00,616.1799,616.41,616.12,616.38
2025-06-30T09:52:00.275794-04:00,616.38,616.64,616.31,616.49
2025-06-30T09:54:00.037226-04:00,616.49,616.68,616.33,616.63
2025-06-30T09:56:00.227332-04:00,616.63,616.645,616.31,616.39
2025-06-30T09:58:00.290719-04:00,616.41,616.52,616.295,616.44
2025-06-30T10:00:00.219769-04:00,616.43,616.64,616.3,616.45
2025-06-30T10:02:01.101520-04:00,616.45,616.565,616.34,616.465
2025-06-30T10:04:00.309915-04:00,616.465,616.52,616.32,616.32
2025-06-30T10:06:00.381058-04:00,616.32,616.52,616.11,616.5112
2025-06-30T10:08:00.129003-04:00,616.5112,616.58,616.3,616.37
2025-06-30T10:10:00.228814-04:00,616.37,616.77,616.34,616.7699
2025-06-30T10:12:01.407272-04:00,616.7699,616.7788,616.6193,616.67
2025-06-30T10:14:00.240626-04:00,616.65,616.6655,616.45,616.63
2025-06-30T10:16:00.029619-04:00,616.63,616.8198,616.42,616.5
2025-06-30T10:18:00.284705-04:00,616.5,616.65,616.345,616.63
2025-06-30T10:20:00.475725-04:00,616.58,616.6391,615.9393,616.08
2025-06-30T10:22:00.143196-04:00,616.06,616.395,616.04,616.29
2025-06-30T10:24:00.298323-04:00,616.285,616.375,616.16,616.16
2025-06-30T10:26:01.020122-04:00,616.16,616.43,616.15,616.35
2025-06-30T10:28:00.437607-04:00,616.35,616.73,616.27,616.73
2025-06-30T10:30:00.106751-04:00,616.73,616.775,616.42,616.51
2025-06-30T10:32:00.434287-04:00,616.51,616.6,616.3603,616.43
2025-06-30T10:34:00.773392-04:00,616.43,616.43,616.24,616.26
2025-06-30T10:36:00.458894-04:00,616.26,616.28,615.955,615.9601
2025-06-30T10:38:00.304184-04:00,615.9601,616.05,615.79,615.91
2025-06-30T10:40:00.173603-04:00,615.91,616.06,615.688,616.04
2025-06-30T10:42:00.216849-04:00,616.04,616.25,615.95,616.03
2025-06-30T10:44:00.277341-04:00,616.03,616.07,615.8307,615.8307
2025-06-30T10:46:00.385592-04:00,615.8307,616.11,615.725,616.11
2025-06-30T10:48:01.568656-04:00,616.12,616.21,616.07,616.145
2025-06-30T10:50:00.610093-04:00,616.1548,616.155,615.9593,616.07
2025-06-30T10:52:00.462233-04:00,616.06,616.065,615.89,615.9
2025-06-30T10:54:00.256322-04:00,615.9,616.145,615.85,616.13
2025-06-30T10:56:00.215021-04:00,616.13,616.13,615.95,615.99
2025-06-30T10:58:00.907521-04:00,615.99,616.09,615.922,616.045
2025-06-30T11:00:00.028281-04:00,616.045,616.12,615.89,615.96
2025-06-30T11:02:00.528450-04:00,615.9599,616.18,615.822,616.18
2025-06-30T11:04:00.471104-04:00,616.18,616.4176,616.12,616.4176
2025-06-30T11:06:00.285536-04:00,616.4176,616.465,616.252,616.41
2025-06-30T11:08:00.324546-04:00,616.4151,616.59,616.3814,616.57
2025-06-30T11:10:00.189996-04:00,616.57,616.575,616.04,616.13
2025-06-30T11:12:00.198423-04:00,616.11,616.16,615.9,615.9
2025-06-30T11:14:01.841805-04:00,615.9,616.0,615.79,616.0
2025-06-30T11:16:00.212287-04:00,616.0,616.01,615.86,615.91
2025-06-30T11:18:00.465042-04:00,615.92,615.94,615.72,615.87
2025-06-30T11:20:00.231401-04:00,615.87,616.115,615.8,616.04
2025-06-30T11:22:00.400194-04:00,616.04,616.11,615.92,616.0019
2025-06-30T11:24:00.094496-04:00,616.0019,616.15,615.97,616.14
2025-06-30T11:26:00.123615-04:00,616.14,616.34,616.1,616.12
2025-06-30T11:28:00.231764-04:00,616.115,616.24,616.04,616.22
2025-06-30T11:30:02.102958-04:00,616.22,616.325,616.1001,616.27
2025-06-30T11:32:00.307400-04:00,616.27,616.56,616.22,616.56
2025-06-30T11:34:00.098947-04:00,616.55,616.7299,616.51,616.62
2025-06-30T11:36:00.174904-04:00,616.62,616.72,616.51,616.66
2025-06-30T11:38:00.447389-04:00,616.66,616.7155,616.59,616.68
2025-06-30T11:40:00.251700-04:00,616.68,616.705,616.475,616.505
2025-06-30T11:42:00.605700-04:00,616.505,616.69,616.49,616.64
2025-06-30T11:44:00.517315-04:00,616.64,616.84,616.62,616.77
2025-06-30T11:46:00.152783-04:00,616.77,616.77,616.64,616.77
2025-06-30T11:48:00.484338-04:00,616.77,616.92,616.71,616.84
2025-06-30T11:50:00.284737-04:00,616.84,616.925,616.78,616.83
2025-06-30T11:52:00.471151-04:00,616.83,616.9,616.72,616.8679
2025-06-30T11:54:00.355685-04:00,616.86,616.86,616.63,616.67
2025-06-30T11:56:01.442785-04:00,616.67,616.67,616.39,616.41
2025-06-30T11:58:01.728458-04:00,616.41,616.54,616.41,616.475
2025-06-30T12:00:00.202584-04:00,616.475,616.7186,616.47,616.645
2025-06-30T12:02:00.201617-04:00,616.64,616.695,616.55,616.61
2025-06-30T12:04:00.682898-04:00,616.62,616.89,616.61,616.8
2025-06-30T12:06:00.307122-04:00,616.8099,616.86,616.7001,616.77
2025-06-30T12:08:01.948286-04:00,616.77,616.9,616.74,616.89
2025-06-30T12:10:00.307098-04:00,616.89,616.9,616.63,616.64
2025-06-30T12:12:00.151471-04:00,616.6424,616.79,616.64,616.76
2025-06-30T12:14:00.268774-04:00,616.76,616.84,616.655,616.8255
2025-06-30T12:16:00.404847-04:00,616.83,616.86,616.6012,616.63
2025-06-30T12:18:02.004694-04:00,616.63,616.64,616.12,616.285
2025-06-30T12:20:00.434649-04:00,616.29,616.36,616.18,616.26
2025-06-30T12:22:00.510406-04:00,616.26,616.37,616.195,616.26
2025-06-30T12:24:01.979820-04:00,616.26,616.3599,616.17,616.3599
2025-06-30T12:26:00.589214-04:00,616.38,616.41,616.26,616.27
2025-06-30T12:28:00.447204-04:00,616.275,616.38,616.2049,616.21
2025-06-30T12:30:00.126832-04:00,616.21,616.38,616.2,616.37
2025-06-30T12:32:00.400747-04:00,616.365,616.541,616.31,616.5
2025-06-30T12:34:00.269621-04:00,616.51,616.76,616.47,616.76
2025-06-30T12:36:00.235926-04:00,616.76,616.8,616.615,616.75
2025-06-30T12:38:01.568841-04:00,616.75,616.81,616.65,616.73
2025-06-30T12:40:00.834543-04:00,616.73,616.87,616.72,616.84
2025-06-30T12:42:01.091300-04:00,616.84,617.105,616.84,616.9801
2025-06-30T12:44:01.663881-04:00,616.98,617.095,616.9109,617.095
2025-06-30T12:46:00.416411-04:00,617.095,617.13,616.96,616.97
2025-06-30T12:48:00.361423-04:00,617.0,617.04,616.9323,617.0
2025-06-30T12:50:00.444231-04:00,617.0,617.01,616.89,616.98
2025-06-30T12:52:00.521488-04:00,616.98,617.1,616.95,617.0
2025-06-30T12:54:02.275437-04:00,617.0,617.0552,616.93,617.0
2025-06-30T12:56:00.552749-04:00,617.0,617.0251,616.77,616.77
2025-06-30T12:58:00.550413-04:00,616.77,616.8177,616.5792,616.645
2025-06-30T13:00:00.248192-04:00,616.645,616.82,616.645,616.67
2025-06-30T13:02:00.205583-04:00,616.67,616.685,616.5252,616.55
2025-06-30T13:04:00.462306-04:00,616.54,616.63,616.38,616.39
2025-06-30T13:06:00.576560-04:00,616.4,616.505,616.35,616.45
2025-06-30T13:08:00.442607-04:00,616.45,616.62,616.4399,616.5701
2025-06-30T13:10:00.684347-04:00,616.5701,616.72,616.56,616.59
2025-06-30T13:12:00.013549-04:00,616.595,616.685,616.54,616.565
2025-06-30T13:14:01.510921-04:00,616.58,616.61,616.45,616.51
2025-06-30T13:16:02.161559-04:00,616.515,616.56,616.32,616.38
2025-06-30T13:18:00.325225-04:00,616.38,616.5,616.35,616.4
2025-06-30T13:20:00.096592-04:00,616.4,616.5,616.25,616.25
2025-06-30T13:22:00.184958-04:00,616.24,616.4149,616.23,616.37
2025-06-30T13:24:00.321897-04:00,616.37,616.4,616.22,616.2678
2025-06-30T13:26:01.247731-04:00,616.2678,616.43,616.25,616.31
2025-06-30T13:28:00.280599-04:00,616.31,616.57,616.3,616.5179
2025-06-30T13:30:00.373712-04:00,616.5179,616.565,616.18,616.18
2025-06-30T13:32:00.024307-04:00,616.1807,616.23,616.08,616.11
2025-06-30T13:34:00.480289-04:00,616.11,616.1667,615.965,616.05
2025-06-30T13:36:01.777504-04:00,616.06,616.23,616.06,616.23
2025-06-30T13:38:01.814160-04:00,616.23,616.28,616.12,616.12
2025-06-30T13:40:00.489395-04:00,616.12,616.13,615.94,616.0799
2025-06-30T13:42:00.815925-04:00,616.07,616.2899,616.04,616.125
2025-06-30T13:44:02.217928-04:00,616.13,616.16,615.97,616.04
2025-06-30T13:46:00.487694-04:00,616.04,616.2,616.015,616.125
2025-06-30T13:48:01.918157-04:00,616.1269,616.17,616.045,616.105
2025-06-30T13:50:00.616720-04:00,616.11,616.2799,616.02,616.03
2025-06-30T13:52:00.257227-04:00,616.04,616.1254,616.0,616.12
2025-06-30T13:54:00.655810-04:00,616.12,616.53,615.85,616.15
2025-06-30T13:56:00.144952-04:00,616.145,616.18,615.06,615.64
2025-06-30T13:58:00.331804-04:00,615.64,615.97,615.5977,615.82
2025-06-30T14:00:00.347430-04:00,615.82,616.18,615.82,616.16
2025-06-30T14:02:00.869423-04:00,616.15,616.28,616.09,616.151
2025-06-30T14:04:00.391263-04:00,616.151,616.2993,616.01,616.2993
