volume,vw,open,close,high,low,t,n,timestamp
909.0,617.0956,617.1,617.1,617.1,617.08,1751274240000,28,2025-06-30 05:04:00-04:00
495.0,617.2799,617.28,617.28,617.28,617.28,1751274360000,12,2025-06-30 05:06:00-04:00
345.0,617.3202,617.34,617.35,617.35,617.34,1751274480000,9,2025-06-30 05:08:00-04:00
10537.0,617.2462,617.29,617.26,617.3,617.2,1751274600000,98,2025-06-30 05:10:00-04:00
868.0,617.281,617.26,617.3,617.3,617.26,1751274720000,19,2025-06-30 05:12:00-04:00
1490.0,617.3462,617.3,617.4,617.4,617.3,1751274840000,42,2025-06-30 05:14:00-04:00
1378.0,617.4504,617.47,617.44,617.47,617.44,1751274960000,31,2025-06-30 05:16:00-04:00
738.0,617.4545,617.46,617.44,617.46,617.44,1751275080000,17,2025-06-30 05:18:00-04:00
3784.0,617.4103,617.4,617.41,617.42,617.38,1751275200000,78,2025-06-30 05:20:00-04:00
431.0,617.3654,617.37,617.37,617.37,617.37,1751275320000,17,2025-06-30 05:22:00-04:00
1804.0,617.4256,617.36,617.45,617.45,617.36,1751275440000,29,2025-06-30 05:24:00-04:00
780.0,617.4935,617.48,617.5,617.5,617.48,1751275560000,13,2025-06-30 05:26:00-04:00
6244.0,617.6098,617.55,617.63,617.63,617.55,1751275680000,109,2025-06-30 05:28:00-04:00
2480.0,617.6846,617.64,617.7,617.72,617.64,1751275800000,59,2025-06-30 05:30:00-04:00
11944.0,617.7145,617.69,617.78,617.78,617.69,1751275920000,82,2025-06-30 05:32:00-04:00
1705.0,617.7127,617.8,617.69,617.8,617.69,1751276040000,23,2025-06-30 05:34:00-04:00
2379.0,617.7685,617.73,617.73,617.78,617.73,1751276160000,33,2025-06-30 05:36:00-04:00
1704.0,617.8165,617.79,617.84,617.85,617.79,1751276280000,36,2025-06-30 05:38:00-04:00
591.0,617.7976,617.8,617.79,617.8,617.79,1751276400000,9,2025-06-30 05:40:00-04:00
3290.0,617.7454,617.76,617.75,617.76,617.73,1751276520000,49,2025-06-30 05:42:00-04:00
1266.0,617.6318,617.74,617.53,617.74,617.53,1751276640000,24,2025-06-30 05:44:00-04:00
1935.0,617.4109,617.54,617.35,617.54,617.32,1751276760000,46,2025-06-30 05:46:00-04:00
1696.0,617.3234,617.36,617.33,617.36,617.31,1751276880000,30,2025-06-30 05:48:00-04:00
16666.0,617.2894,617.3,617.23,617.3,617.16,1751277000000,84,2025-06-30 05:50:00-04:00
923.0,617.2443,617.25,617.3,617.3,617.23,1751277120000,25,2025-06-30 05:52:00-04:00
1175.0,617.2957,617.3,617.3,617.3,617.29,1751277360000,19,2025-06-30 05:56:00-04:00
427.0,617.2684,617.25,617.28,617.28,617.25,1751277480000,18,2025-06-30 05:58:00-04:00
6349.0,617.2891,617.31,617.29,617.31,617.28,1751277600000,62,2025-06-30 06:00:00-04:00
164.0,617.2424,617.24,617.24,617.24,617.24,1751277720000,12,2025-06-30 06:02:00-04:00
2470.0,617.2969,617.27,617.31,617.33,617.27,1751277840000,26,2025-06-30 06:04:00-04:00
2661.0,617.3697,617.41,617.32,617.41,617.32,1751277960000,46,2025-06-30 06:06:00-04:00
385.0,617.4005,617.39,617.39,617.39,617.39,1751278080000,9,2025-06-30 06:08:00-04:00
1946.0,617.5056,617.5,617.51,617.51,617.5,1751278320000,35,2025-06-30 06:12:00-04:00
13224.0,617.6292,617.6,617.58,617.65,617.58,1751278440000,91,2025-06-30 06:14:00-04:00
435.0,617.615,617.62,617.61,617.62,617.61,1751278560000,11,2025-06-30 06:16:00-04:00
3042.0,617.6204,617.63,617.63,617.63,617.61,1751278680000,51,2025-06-30 06:18:00-04:00
989.0,617.6572,617.65,617.66,617.68,617.65,1751278800000,21,2025-06-30 06:20:00-04:00
204.0,617.6705,617.67,617.67,617.67,617.67,1751278920000,4,2025-06-30 06:22:00-04:00
402.0,617.6574,617.67,617.67,617.67,617.67,1751279040000,6,2025-06-30 06:24:00-04:00
1748.0,617.6693,617.66,617.67,617.69,617.65,1751279160000,27,2025-06-30 06:26:00-04:00
140.0,617.6689,617.66,617.66,617.66,617.66,1751279400000,13,2025-06-30 06:30:00-04:00
217.0,617.613,617.61,617.62,617.62,617.61,1751279520000,6,2025-06-30 06:32:00-04:00
4693.0,617.6862,617.59,617.69,617.71,617.59,1751279760000,73,2025-06-30 06:36:00-04:00
698.0,617.6792,617.68,617.7,617.7,617.66,1751279880000,18,2025-06-30 06:38:00-04:00
1942.0,617.707,617.73,617.68,617.74,617.68,1751280000000,31,2025-06-30 06:40:00-04:00
1172.0,617.6833,617.68,617.68,617.68,617.68,1751280120000,19,2025-06-30 06:42:00-04:00
6080.0,617.6604,617.67,617.66,617.69,617.64,1751280240000,61,2025-06-30 06:44:00-04:00
562.0,617.6292,617.62,617.62,617.62,617.62,1751280360000,11,2025-06-30 06:46:00-04:00
1436.0,617.5912,617.59,617.61,617.61,617.58,1751280480000,24,2025-06-30 06:48:00-04:00
4696.0,617.5807,617.61,617.59,617.615,617.55,1751280600000,86,2025-06-30 06:50:00-04:00
4157.0,617.5407,617.6,617.54,617.6,617.5,1751280720000,64,2025-06-30 06:52:00-04:00
1176.0,617.5994,617.58,617.6,617.61,617.58,1751280840000,21,2025-06-30 06:54:00-04:00
4197.0,617.5776,617.6,617.58,617.61,617.56,1751280960000,66,2025-06-30 06:56:00-04:00
11710.0,617.6024,617.58,617.58,617.65,617.58,1751281080000,129,2025-06-30 06:58:00-04:00
10819.0,617.5843,617.58,617.61,617.631,617.52,1751281200000,237,2025-06-30 07:00:00-04:00
3907.0,617.5239,617.54,617.52,617.55,617.51,1751281320000,80,2025-06-30 07:02:00-04:00
4937.0,617.4657,617.51,617.5,617.52,617.42,1751281440000,84,2025-06-30 07:04:00-04:00
2332.0,617.558,617.52,617.58,617.59,617.52,1751281560000,38,2025-06-30 07:06:00-04:00
771.0,617.5662,617.56,617.59,617.59,617.56,1751281680000,30,2025-06-30 07:08:00-04:00
413.0,617.5662,617.57,617.57,617.57,617.57,1751281800000,22,2025-06-30 07:10:00-04:00
11510.0,617.5758,617.58,617.59,617.6,617.54,1751281920000,176,2025-06-30 07:12:00-04:00
9903.0,617.6376,617.6,617.6,617.66,617.6,1751282040000,138,2025-06-30 07:14:00-04:00
5519.0,617.6672,617.65,617.67,617.7,617.64,1751282160000,87,2025-06-30 07:16:00-04:00
7177.0,617.7403,617.7,617.75,617.78,617.7,1751282280000,124,2025-06-30 07:18:00-04:00
6976.0,617.7136,617.76,617.74,617.76,617.69,1751282400000,90,2025-06-30 07:20:00-04:00
11034.0,617.7557,617.74,617.86,617.86,617.73,1751282520000,148,2025-06-30 07:22:00-04:00
5267.0,617.802,617.85,617.78,617.85,617.77,1751282640000,89,2025-06-30 07:24:00-04:00
1832.0,617.7737,617.74,617.835,617.835,617.74,1751282760000,62,2025-06-30 07:26:00-04:00
2307.0,617.8284,617.83,617.83,617.85,617.81,1751282880000,43,2025-06-30 07:28:00-04:00
6831.0,617.7988,617.805,617.799,617.83,617.78,1751283000000,79,2025-06-30 07:30:00-04:00
5319.0,617.7245,617.8,617.72,617.8,617.7,1751283120000,81,2025-06-30 07:32:00-04:00
19134.0,617.6189,617.75,617.59,617.75,617.57,1751283240000,179,2025-06-30 07:34:00-04:00
2734.0,617.6039,617.6,617.54,617.64,617.54,1751283360000,44,2025-06-30 07:36:00-04:00
14296.0,617.4992,617.5,617.48,617.54,617.45,1751283480000,209,2025-06-30 07:38:00-04:00
1057.0,617.5426,617.5,617.55,617.58,617.5,1751283600000,22,2025-06-30 07:40:00-04:00
10663.0,617.6482,617.62,617.66,617.66,617.61,1751283720000,169,2025-06-30 07:42:00-04:00
11441.0,617.7241,617.67,617.73,617.77,617.67,1751283840000,123,2025-06-30 07:44:00-04:00
10678.0,617.7702,617.76,617.78,617.781,617.76,1751283960000,98,2025-06-30 07:46:00-04:00
13696.0,617.838,617.84,617.85,617.86,617.81,1751284080000,189,2025-06-30 07:48:00-04:00
740.0,617.8328,617.87,617.8,617.87,617.8,1751284200000,26,2025-06-30 07:50:00-04:00
9325.0,617.7525,617.84,617.66,617.87,617.64,1751284320000,157,2025-06-30 07:52:00-04:00
5468.0,617.6032,617.61,617.57,617.64,617.56,1751284440000,100,2025-06-30 07:54:00-04:00
9849.0,617.5296,617.55,617.59,617.59,617.47,1751284560000,159,2025-06-30 07:56:00-04:00
6475.0,617.5239,617.61,617.52,617.61,617.52,1751284680000,80,2025-06-30 07:58:00-04:00
107737.0,617.5572,617.74,617.43,617.9,617.0,1751284800000,2405,2025-06-30 08:00:00-04:00
15148.0,617.3362,617.46,617.47,617.48,617.4205,1751284920000,276,2025-06-30 08:02:00-04:00
3182.0,617.46,617.48,617.5,617.5,617.42,1751285040000,115,2025-06-30 08:04:00-04:00
7637.0,617.509,617.4702,617.51,617.53,617.4702,1751285160000,90,2025-06-30 08:06:00-04:00
3473.0,617.5648,617.55,617.5501,617.59,617.54,1751285280000,87,2025-06-30 08:08:00-04:00
10698.0,617.5098,617.51,617.52,617.531,617.49,1751285400000,114,2025-06-30 08:10:00-04:00
12483.0,617.5212,617.53,617.53,617.5655,617.51,1751285520000,114,2025-06-30 08:12:00-04:00
10231.0,617.5278,617.53,617.52,617.58,617.4631,1751285640000,156,2025-06-30 08:14:00-04:00
10642.0,617.4191,617.54,617.42,617.54,617.38,1751285760000,184,2025-06-30 08:16:00-04:00
8002.0,617.5129,617.43,617.54,617.56,617.43,1751285880000,115,2025-06-30 08:18:00-04:00
38468.0,617.4335,617.5,617.3,617.53,617.3,1751286000000,400,2025-06-30 08:20:00-04:00
16746.0,617.2417,617.3,617.25,617.3,617.2,1751286120000,219,2025-06-30 08:22:00-04:00
12055.0,617.2381,617.26,617.2007,617.3,617.2001,1751286240000,169,2025-06-30 08:24:00-04:00
17689.0,617.2163,617.2,617.22,617.25,617.19,1751286360000,202,2025-06-30 08:26:00-04:00
11573.0,617.2672,617.22,617.32,617.32,617.22,1751286480000,201,2025-06-30 08:28:00-04:00
16691.0,617.2807,617.3,617.25,617.32,617.25,1751286600000,233,2025-06-30 08:30:00-04:00
14277.0,617.1316,617.24,617.08,617.24,617.08,1751286720000,267,2025-06-30 08:32:00-04:00
27906.0,617.0676,617.07,617.2,617.21,617.02,1751286840000,314,2025-06-30 08:34:00-04:00
24175.0,617.0713,617.13,617.05,617.13,617.01,1751286960000,308,2025-06-30 08:36:00-04:00
19182.0,617.0028,617.04,617.03,617.05,616.96,1751287080000,256,2025-06-30 08:38:00-04:00
11815.0,616.9987,617.01,616.99,617.03,616.96,1751287200000,159,2025-06-30 08:40:00-04:00
8602.0,617.0142,617.0,617.04,617.07,616.98,1751287320000,155,2025-06-30 08:42:00-04:00
5263.0,617.0474,617.04,617.0,617.0999,617.0,1751287440000,123,2025-06-30 08:44:00-04:00
14745.0,616.9705,616.94,617.0,617.0,616.94,1751287560000,203,2025-06-30 08:46:00-04:00
14508.0,616.9627,617.0,616.93,617.01,616.93,1751287680000,120,2025-06-30 08:48:00-04:00
46266.0,616.8643,616.93,617.0,617.0,616.79,1751287800000,543,2025-06-30 08:50:00-04:00
13475.0,616.9943,616.97,616.92,617.0801,616.9,1751287920000,231,2025-06-30 08:52:00-04:00
9023.0,616.9693,616.92,617.02,617.03,616.88,1751288040000,152,2025-06-30 08:54:00-04:00
29015.0,617.0616,617.02,617.05,617.14,616.89,1751288160000,409,2025-06-30 08:56:00-04:00
6538.0,617.0035,617.01,617.09,617.09,616.95,1751288280000,114,2025-06-30 08:58:00-04:00
14663.0,617.1188,617.07,617.17,617.19,617.07,1751288400000,255,2025-06-30 09:00:00-04:00
19809.0,617.1841,617.17,617.21,617.22,617.12,1751288520000,273,2025-06-30 09:02:00-04:00
13626.0,617.2413,617.22,617.27,617.27,617.2,1751288640000,167,2025-06-30 09:04:00-04:00
16444.0,617.1172,617.24,617.07,617.25,617.04,1751288760000,263,2025-06-30 09:06:00-04:00
11972.0,617.1875,617.0905,617.22,617.25,617.0905,1751288880000,204,2025-06-30 09:08:00-04:00
25582.0,617.2616,617.22,617.32,617.33,617.17,1751289000000,319,2025-06-30 09:10:00-04:00
11485.0,617.3162,617.33,617.3,617.349,617.27,1751289120000,182,2025-06-30 09:12:00-04:00
13051.0,617.2789,617.3,617.25,617.3,617.25,1751289240000,187,2025-06-30 09:14:00-04:00
20028.0,617.2611,617.25,617.31,617.32,617.21,1751289360000,245,2025-06-30 09:16:00-04:00
26842.0,617.4138,617.32,617.45,617.46,617.32,1751289480000,365,2025-06-30 09:18:00-04:00
11204.0,617.5073,617.47,617.53,617.53,617.47,1751289600000,248,2025-06-30 09:20:00-04:00
28459.0,617.5627,617.53,617.59,617.62,617.5,1751289720000,337,2025-06-30 09:22:00-04:00
44576.0,617.5587,617.59,617.51,617.6,617.36,1751289840000,415,2025-06-30 09:24:00-04:00
17129.0,617.5115,617.51,617.53,617.55,617.48,1751289960000,255,2025-06-30 09:26:00-04:00
30715.0,617.4227,617.53,617.39,617.53,617.33,1751290080000,273,2025-06-30 09:28:00-04:00
1149208.0,617.1847,617.38,616.78,617.49,616.77,1751290200000,17310,2025-06-30 09:30:00-04:00
