volume,vw,open,close,high,low,timestamp,n
205631.0,552.0783,552.1,551.99,552.3,551.89,2024-07-05 14:30:00,5000
255815.0,552.2933,552.0,552.33,552.415,551.9948,2024-07-05 14:32:00,5342
117189.0,552.2212,552.34,552.075,552.38,552.06,2024-07-05 14:34:00,2517
163402.0,551.9677,552.09,551.935,552.11,551.798,2024-07-05 14:36:00,2271
97640.0,552.1579,551.95,552.24,552.3,551.95,2024-07-05 14:38:00,1512
169922.0,552.3231,552.24,552.38,552.49,552.17,2024-07-05 14:40:00,1921
126501.0,552.4477,552.3741,552.42,552.51,552.3601,2024-07-05 14:42:00,1562
69501.0,552.5501,552.44,552.59,552.62,552.41,2024-07-05 14:44:00,1379
95627.0,552.5549,552.6,552.52,552.69,552.42,2024-07-05 14:46:00,1609
239908.0,552.6744,552.52,552.54,552.84,552.49,2024-07-05 14:48:00,2713
63522.0,552.6012,552.55,552.655,552.735,552.45,2024-07-05 14:50:00,1242
93321.0,552.4569,552.63,552.48,552.63,552.35,2024-07-05 14:52:00,1447
86314.0,552.4961,552.47,552.4699,552.58,552.4,2024-07-05 14:54:00,1339
73133.0,552.4436,552.455,552.51,552.52,552.38,2024-07-05 14:56:00,1120
111541.0,552.39,552.5,552.355,552.5152,552.33,2024-07-05 14:58:00,1295
117835.0,552.2455,552.35,552.15,552.44,552.1,2024-07-05 15:00:00,1450
67310.0,552.3656,552.16,552.26,552.49,552.15,2024-07-05 15:02:00,1159
79945.0,552.4325,552.26,552.5,552.53,552.2399,2024-07-05 15:04:00,1151
150244.0,552.6807,552.5,552.75,552.79,552.47,2024-07-05 15:06:00,1775
182365.0,552.8057,552.76,552.79,552.89,552.69,2024-07-05 15:08:00,1659
175103.0,552.8827,552.79,552.85,552.995,552.77,2024-07-05 15:10:00,2137
233612.0,552.9873,552.855,553.02,553.06,552.855,2024-07-05 15:12:00,2104
168706.0,553.0432,553.02,553.0,553.14,552.9423,2024-07-05 15:14:00,1706
130151.0,552.9538,553.04,553.08,553.1,552.83,2024-07-05 15:16:00,1693
218069.0,552.9833,553.06,552.97,553.1,552.9151,2024-07-05 15:18:00,1658
192803.0,552.8591,552.96,552.73,553.02,552.61,2024-07-05 15:20:00,1959
99098.0,552.7857,552.76,552.83,552.91,552.7099,2024-07-05 15:22:00,1205
76870.0,552.8694,552.84,552.86,552.95,552.79,2024-07-05 15:24:00,1050
313300.0,551.9213,552.85,552.81,552.89,552.78,2024-07-05 15:26:00,922
49015.0,552.9239,552.8,552.91,553.0,552.7805,2024-07-05 15:28:00,907
118862.0,552.9971,552.89,552.99,553.05,552.8629,2024-07-05 15:30:00,1170
84875.0,553.0314,552.99,553.04,553.14,552.93,2024-07-05 15:32:00,991
65258.0,553.0908,553.06,553.0952,553.18,553.01,2024-07-05 15:34:00,932
76075.0,553.1397,553.08,553.17,553.22,553.07,2024-07-05 15:36:00,889
54411.0,553.1247,553.16,553.11,553.19,553.09,2024-07-05 15:38:00,898
151093.0,553.2343,553.12,553.36,553.37,553.12,2024-07-05 15:40:00,1445
117849.0,553.3791,553.3505,553.4,553.4,553.27,2024-07-05 15:42:00,1301
375337.0,552.2592,553.4,553.405,553.48,553.34,2024-07-05 15:44:00,1292
123262.0,553.467,553.41,553.47,553.51,553.38,2024-07-05 15:46:00,1252
108497.0,553.5642,553.51,553.58,553.64,553.4575,2024-07-05 15:48:00,1458
145497.0,553.6188,553.59,553.67,553.69,553.56,2024-07-05 15:50:00,1155
121454.0,553.6191,553.67,553.48,553.72,553.45,2024-07-05 15:52:00,1201
84615.0,553.4902,553.485,553.5209,553.57,553.38,2024-07-05 15:54:00,1111
40020.0,553.5537,553.5284,553.595,553.6,553.485,2024-07-05 15:56:00,814
29290.0,553.5777,553.59,553.535,553.62,553.52,2024-07-05 15:58:00,644
41785.0,553.5112,553.53,553.53,553.575,553.44,2024-07-05 16:00:00,791
129405.0,553.4572,553.53,553.41,553.5351,553.35,2024-07-05 16:02:00,955
58548.0,553.3407,553.42,553.33,553.48,553.26,2024-07-05 16:04:00,1010
104218.0,553.2598,553.325,553.2486,553.34,553.1863,2024-07-05 16:06:00,1126
144754.0,553.2926,553.2499,553.315,553.34,553.2,2024-07-05 16:08:00,960
129228.0,553.4452,553.305,553.42,553.52,553.3,2024-07-05 16:10:00,1026
32384.0,553.5006,553.43,553.56,553.56,553.43,2024-07-05 16:12:00,688
92396.0,553.6404,553.5601,553.61,553.685,553.5601,2024-07-05 16:14:00,851
85368.0,553.5146,553.61,553.5,553.61,553.46,2024-07-05 16:16:00,1229
59444.0,553.5068,553.5,553.56,553.56,553.45,2024-07-05 16:18:00,870
64248.0,553.6765,553.57,553.72,553.76,553.55,2024-07-05 16:20:00,1076
47127.0,553.6706,553.72,553.65,553.73,553.63,2024-07-05 16:22:00,823
55356.0,553.6495,553.65,553.57,553.7,553.57,2024-07-05 16:24:00,843
77075.0,553.5423,553.5601,553.62,553.63,553.44,2024-07-05 16:26:00,1073
59434.0,553.588,553.62,553.61,553.64,553.53,2024-07-05 16:28:00,958
305538.0,552.0114,553.6,553.455,553.6,553.42,2024-07-05 16:30:00,908
53988.0,553.3926,553.46,553.43,553.46,553.33,2024-07-05 16:32:00,902
60217.0,553.4031,553.43,553.33,553.45,553.33,2024-07-05 16:34:00,848
64040.0,553.3076,553.3295,553.27,553.37,553.26,2024-07-05 16:36:00,871
48948.0,553.3631,553.2795,553.43,553.43,553.26,2024-07-05 16:38:00,734
70299.0,553.4542,553.42,553.41,553.51,553.3995,2024-07-05 16:40:00,858
143237.0,553.311,553.42,553.28,553.42,553.22,2024-07-05 16:42:00,1113
80349.0,553.1935,553.29,553.19,553.33,553.1,2024-07-05 16:44:00,1009
51587.0,553.2547,553.2,553.3,553.34,553.1975,2024-07-05 16:46:00,757
35085.0,553.3123,553.31,553.26,553.38,553.24,2024-07-05 16:48:00,635
60885.0,553.3485,553.26,553.38,553.42,553.24,2024-07-05 16:50:00,747
41177.0,553.4863,553.38,553.5,553.55,553.38,2024-07-05 16:52:00,709
1053026.0,553.5474,553.51,553.45,553.55,553.44,2024-07-05 16:54:00,796
44340.0,553.4316,553.46,553.46,553.4814,553.37,2024-07-05 16:56:00,732
44981.0,553.4805,553.4648,553.505,553.53,553.42,2024-07-05 16:58:00,642
62081.0,553.4957,553.505,553.5,553.55,553.43,2024-07-05 17:00:00,806
39685.0,553.477,553.48,553.52,553.57,553.4,2024-07-05 17:02:00,653
39921.0,553.5309,553.5099,553.58,553.6,553.41,2024-07-05 17:04:00,687
65499.0,553.4408,553.57,553.34,553.57,553.29,2024-07-05 17:06:00,987
35808.0,553.4675,553.35,553.515,553.55,553.34,2024-07-05 17:08:00,701
53220.0,553.5389,553.53,553.525,553.59,553.48,2024-07-05 17:10:00,884
41196.0,553.5348,553.51,553.52,553.58,553.48,2024-07-05 17:12:00,643
49720.0,553.5358,553.51,553.54,553.59,553.47,2024-07-05 17:14:00,692
78586.0,553.5994,553.53,553.5943,553.6501,553.53,2024-07-05 17:16:00,910
